gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),120.625,5673.7,0
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.125,39.8,0
Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.25,997.75,0
Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),96.9375,5574.35,0
Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0625,406.05,0
Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.8125,138.85,0
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,123.65,0
Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,84.3125,1801.1,0
Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.1875,689.0,0
Female,0,No,No,28,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,37.1875,790.7,0
Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,108.125,582.5,1
Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.25,1618.2,0
Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.4375,1173.35,0
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.5625,900.9,0
Male,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,101.8125,2122.05,1
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.375,6719.9,0
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,86.4375,69.15,1
Female,0,Yes,Yes,72,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.0625,3784.0,0
Female,0,No,No,47,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),49.5625,1798.65,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,68.3125,54.65,0
Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),131.0,3886.45,0
Male,0,Yes,Yes,43,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),36.625,1224.05,0
Female,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.8125,2310.2,0
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,99.4375,723.4,1
Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,129.5625,3988.5,0
Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,123.8125,3554.6,0
Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,125.0625,6034.85,0
Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.4375,531.6,0
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,54.9375,85.1,0
Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.375,173.0,0
Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,88.375,2511.95,0
Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),117.875,3893.6,0
Female,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,36.4375,357.15,0
Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.0625,467.5,0
Female,0,Yes,No,60,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),47.125,2288.7,0
Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,119.375,4627.85,1
Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,113.8125,289.1,1
Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,115.5625,6460.55,0
Male,0,No,No,43,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,55.1875,1931.3,0
Female,0,No,Yes,11,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,45.0625,402.6,0
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),62.8125,2221.55,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),137.1875,7758.9,0
Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,99.0,172.85,1
Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.375,224.5,0
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),140.4375,7388.45,0
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,117.875,3460.95,0
Female,0,No,No,39,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),51.4375,1700.9,0
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3125,3090.65,0
Female,0,No,No,25,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,60.3125,1293.8,0
Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.1875,645.8,0
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,88.875,5224.95,0
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,120.6875,500.1,0
Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.125,2427.1,0
Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),112.0,3488.15,0
Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.625,1035.7,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),132.875,7565.35,0
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),125.4375,2799.0,0
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,107.0,1601.5,0
Female,0,No,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,56.5625,85.5,1
Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,132.6875,6256.2,0
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,63.875,1232.9,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.875,19.9,0
Female,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.125,1937.4,0
Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,92.875,1096.25,1
Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,124.25,5059.75,0
Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),87.125,3023.65,0
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,122.9375,4889.2,0
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,106.8125,2289.9,0
Male,1,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,119.875,6503.2,0
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,125.9375,1313.25,0
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,111.5,990.3,0
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),92.625,228.0,1
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,125.75,5746.15,1
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,93.75,209.1,1
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.1875,1864.2,0
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.125,5979.7,0
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.125,3902.45,0
Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),133.8125,7142.5,0
Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0625,902.0,0
Female,1,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),87.75,4481.0,1
Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.375,805.2,0
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,88.4375,154.85,1
Female,1,Yes,No,13,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,56.625,528.45,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,143.9375,8349.7,0
Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.1875,4953.25,0
Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.5625,332.65,0
Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.4375,470.2,0
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,111.9375,2259.35,0
Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,62.9375,1411.35,0
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),62.8125,593.75,1
Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.0625,6328.7,0
Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.0,1411.9,0
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),136.5625,6841.4,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4375,20.35,0
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,69.875,238.5,0
Female,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),99.0,3233.85,1
Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,120.0,1062.1,1
Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,99.0,4016.3,0
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.0,226.55,0
Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),126.6875,7110.75,0
Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,125.125,5440.9,1
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,70.625,235.1,1
Female,0,Yes,No,52,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,44.3125,1958.95,0
Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,106.25,85.0,1
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),99.25,5528.9,0
Male,0,No,No,43,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),44.0,1463.7,0
Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.5625,1025.05,0
Female,0,No,No,12,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,62.3125,552.1,0
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),85.9375,3815.4,0
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,99.875,3313.4,0
Male,1,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.1875,1938.9,0
Male,0,Yes,Yes,51,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,74.125,3014.65,1
Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,460.25,0
Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),117.0625,4839.15,0
Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,61.75,184.4,1
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.875,19.9,0
Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,68.75,2010.55,1
Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),91.125,5139.65,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,86.5,69.2,1
Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.0,1673.4,0
Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.6875,309.35,0
Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,69.625,3171.6,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),146.875,8670.1,0
Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.8125,916.0,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,98.625,299.75,0
Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.8125,702.05,0
Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,77.875,2354.8,1
Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,115.625,3473.4,1
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.5625,19.65,0
Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.6875,4438.2,0
Female,1,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.9375,4819.75,0
Male,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,37.375,92.25,0
Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.6875,1567.0,0
Male,0,No,Yes,29,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,56.25,1242.45,0
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),56.0,559.2,0
Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,87.0625,220.1,1
Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,63.875,531.15,0
Female,0,No,Yes,21,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,66.4375,1183.2,0
Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.875,465.85,0
Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),139.5,6876.05,1
Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),60.6875,501.0,1
Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,137.4375,3782.4,0
Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.0,460.2,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.25,20.2,1
Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.0,1790.35,0
Male,0,No,No,19,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,49.5625,733.35,1
Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.125,1334.0,1
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),135.5,7767.25,0
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4375,876.15,0
Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,106.375,4600.95,0
Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,70.875,113.55,1
Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,86.3125,1793.25,0
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,87.6875,886.7,0
Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,138.9375,7737.55,0
Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,132.4375,1348.9,1
Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),111.6875,1686.85,0
Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),111.375,1879.25,0
Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),114.0625,4013.8,0
Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,112.9375,434.5,0
Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),131.9375,7195.35,0
Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.875,780.1,0
Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.5,107.6,0
Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,125.5625,3801.7,0
Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,93.6875,308.7,1
Male,0,No,No,15,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,37.125,438.25,1
Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,62.9375,50.35,1
Female,1,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),107.125,3778.1,0
Female,0,Yes,No,64,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,59.8125,3147.5,1
Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),117.5,5438.95,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),87.3125,5102.35,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,87.875,70.3,1
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.3125,1872.2,0
Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,88.875,213.35,0
Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,123.5,5617.75,1
Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,116.6875,5386.5,0
Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),124.8125,1776.95,1
Male,1,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),100.375,2483.05,1
Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),63.1875,235.65,0
Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),100.5625,5224.35,1
Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,101.625,2272.8,0
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.875,83.75,0
Male,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),98.8125,4663.4,0
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.8125,201.7,0
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.5,125.0,0
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.25,684.4,0
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,108.5,620.35,1
Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.125,1146.05,0
Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),129.5,1806.35,0
Female,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,48.5,603.0,0
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),110.5,5798.3,0
Male,1,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,105.25,519.15,1
Male,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,99.625,497.6,0
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,123.75,1301.7,1
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,125.9375,1129.75,1
